trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
1,trend_filtered_mes_participation_crowding,2025-06-24,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.746031746031746,0.4027032929699823,21.0,-36.0,2025-06-24 09:45:00-04:00,2025-06-24 10:15:00-04:00,0.5,4.0,4.0,2025-06-24 10:30:00-04:00,2025-06-24 10:30:00-04:00,2025-06-24 10:30:00-04:00,2025-06-24 10:30:00-04:00,0.003,1.5,12:00:00,6121.75,2025-06-24 10:29:00-04:00,6122.75,6120.5,2025-06-24 10:30:00-04:00,2025-06-24 10:30:00-04:00,6121.75,6146.25,6097.25,24.5,1,0.5,16.5,fixed_contracts,2025-06-24 12:00:00-04:00,6134.5,eod_flatten,-637.5,-642.5,-0.5204081632653061,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
2,trend_filtered_mes_participation_crowding,2025-06-25,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7103174603174603,0.390563098152682,10.0,-34.0,2025-06-25 09:45:00-04:00,2025-06-25 10:15:00-04:00,0.5,4.0,4.0,2025-06-25 10:30:00-04:00,2025-06-25 10:30:00-04:00,2025-06-25 10:30:00-04:00,2025-06-25 10:30:00-04:00,0.003,1.5,12:00:00,6152.25,2025-06-25 10:29:00-04:00,6152.5,6151.0,2025-06-25 10:30:00-04:00,2025-06-25 10:30:00-04:00,6152.0,6176.75,6127.25,24.75,1,12.0,7.5,fixed_contracts,2025-06-25 12:00:00-04:00,6145.0,eod_flatten,350.0,345.0,0.2828282828282828,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
3,trend_filtered_mes_participation_crowding,2025-06-27,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5753968253968254,0.3707446919125751,-7.0,59.0,2025-06-27 09:45:00-04:00,2025-06-27 10:15:00-04:00,0.5,4.0,4.0,2025-06-27 10:30:00-04:00,2025-06-27 10:30:00-04:00,2025-06-27 10:30:00-04:00,2025-06-27 10:30:00-04:00,0.003,1.5,12:00:00,6224.0,2025-06-27 10:29:00-04:00,6224.25,6222.75,2025-06-27 10:30:00-04:00,2025-06-27 10:30:00-04:00,6224.25,6199.25,6249.25,25.0,1,11.75,3.5,fixed_contracts,2025-06-27 12:00:00-04:00,6233.75,eod_flatten,475.0,470.0,0.38,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
4,trend_filtered_mes_participation_crowding,2025-07-01,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5198412698412699,0.364615360845449,-22.0,43.0,2025-07-01 09:45:00-04:00,2025-07-01 10:15:00-04:00,0.5,4.0,4.0,2025-07-01 10:30:00-04:00,2025-07-01 10:30:00-04:00,2025-07-01 10:30:00-04:00,2025-07-01 10:30:00-04:00,0.003,1.5,12:00:00,6243.5,2025-07-01 10:29:00-04:00,6243.75,6241.25,2025-07-01 10:30:00-04:00,2025-07-01 10:30:00-04:00,6243.75,6218.75,6268.75,25.0,1,4.75,16.25,fixed_contracts,2025-07-01 12:00:00-04:00,6241.75,eod_flatten,-100.0,-105.0,-0.08,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
5,trend_filtered_mes_participation_crowding,2025-07-07,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6984126984126984,0.3886248156039993,12.0,-27.0,2025-07-07 09:45:00-04:00,2025-07-07 10:15:00-04:00,0.5,4.0,4.0,2025-07-07 10:30:00-04:00,2025-07-07 10:30:00-04:00,2025-07-07 10:30:00-04:00,2025-07-07 10:30:00-04:00,0.003,1.5,12:00:00,6299.0,2025-07-07 10:29:00-04:00,6299.5,6297.5,2025-07-07 10:30:00-04:00,2025-07-07 10:30:00-04:00,6298.75,6324.0,6273.5,25.25,1,19.0,0.75,fixed_contracts,2025-07-07 12:00:00-04:00,6286.0,eod_flatten,637.5,632.5,0.504950495049505,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
6,trend_filtered_mes_participation_crowding,2025-07-14,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6865079365079365,0.3866284586480434,-10.0,40.0,2025-07-14 09:45:00-04:00,2025-07-14 10:15:00-04:00,0.5,4.0,4.0,2025-07-14 10:30:00-04:00,2025-07-14 10:30:00-04:00,2025-07-14 10:30:00-04:00,2025-07-14 10:30:00-04:00,0.003,1.5,12:00:00,6289.25,2025-07-14 10:29:00-04:00,6289.75,6288.25,2025-07-14 10:30:00-04:00,2025-07-14 10:30:00-04:00,6289.5,6264.25,6314.75,25.25,1,17.5,3.75,fixed_contracts,2025-07-14 12:00:00-04:00,6301.75,eod_flatten,612.5,607.5,0.48514851485148514,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
7,trend_filtered_mes_participation_crowding,2025-07-16,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5476190476190477,0.3698911353032659,12.0,-37.0,2025-07-16 09:45:00-04:00,2025-07-16 10:15:00-04:00,0.5,4.0,4.0,2025-07-16 10:30:00-04:00,2025-07-16 10:30:00-04:00,2025-07-16 10:30:00-04:00,2025-07-16 10:30:00-04:00,0.003,1.5,12:00:00,6286.0,2025-07-16 10:29:00-04:00,6287.25,6283.25,2025-07-16 10:30:00-04:00,2025-07-16 10:30:00-04:00,6285.5,6310.75,6260.25,25.25,1,26.75,9.5,fixed_contracts,2025-07-16 11:20:00-04:00,6260.5,target,1250.0,1245.0,0.9900990099009901,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
8,trend_filtered_mes_participation_crowding,2025-07-17,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5912698412698413,0.3780756402995406,-30.0,24.0,2025-07-17 09:45:00-04:00,2025-07-17 10:15:00-04:00,0.5,4.0,4.0,2025-07-17 10:30:00-04:00,2025-07-17 10:30:00-04:00,2025-07-17 10:30:00-04:00,2025-07-17 10:30:00-04:00,0.003,1.5,12:00:00,6315.0,2025-07-17 10:29:00-04:00,6315.5,6311.75,2025-07-17 10:30:00-04:00,2025-07-17 10:30:00-04:00,6315.25,6289.75,6340.75,25.5,1,18.5,4.75,fixed_contracts,2025-07-17 12:00:00-04:00,6333.0,eod_flatten,887.5,882.5,0.696078431372549,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
9,trend_filtered_mes_participation_crowding,2025-07-30,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5674603174603174,0.3730540961276513,27.0,-13.0,2025-07-30 09:45:00-04:00,2025-07-30 10:15:00-04:00,0.5,4.0,4.0,2025-07-30 10:30:00-04:00,2025-07-30 10:30:00-04:00,2025-07-30 10:30:00-04:00,2025-07-30 10:30:00-04:00,0.003,1.5,12:00:00,6416.0,2025-07-30 10:29:00-04:00,6416.25,6415.0,2025-07-30 10:30:00-04:00,2025-07-30 10:30:00-04:00,6415.5,6441.25,6389.75,25.75,1,13.25,5.5,fixed_contracts,2025-07-30 12:00:00-04:00,6414.25,eod_flatten,62.5,57.5,0.04854368932038835,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
10,trend_filtered_mes_participation_crowding,2025-08-01,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5873015873015873,0.3777271112653135,58.0,-16.0,2025-08-01 09:45:00-04:00,2025-08-01 10:15:00-04:00,0.5,4.0,4.0,2025-08-01 10:30:00-04:00,2025-08-01 10:30:00-04:00,2025-08-01 10:30:00-04:00,2025-08-01 10:30:00-04:00,0.003,1.5,12:00:00,6281.0,2025-08-01 10:29:00-04:00,6281.5,6278.25,2025-08-01 10:30:00-04:00,2025-08-01 10:30:00-04:00,6280.75,6306.0,6255.5,25.25,1,20.25,7.25,fixed_contracts,2025-08-01 12:00:00-04:00,6287.5,eod_flatten,-337.5,-342.5,-0.26732673267326734,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
11,trend_filtered_mes_participation_crowding,2025-08-06,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6507936507936508,0.3833434946957688,-28.0,16.0,2025-08-06 09:45:00-04:00,2025-08-06 10:15:00-04:00,0.5,4.0,4.0,2025-08-06 10:30:00-04:00,2025-08-06 10:30:00-04:00,2025-08-06 10:30:00-04:00,2025-08-06 10:30:00-04:00,0.003,1.5,12:00:00,6332.25,2025-08-06 10:29:00-04:00,6334.0,6328.75,2025-08-06 10:30:00-04:00,2025-08-06 10:30:00-04:00,6332.75,6307.25,6358.25,25.5,1,25.5,4.5,fixed_contracts,2025-08-06 11:18:00-04:00,6358.0,target,1262.5,1257.5,0.9901960784313726,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,trend_filtered_mes_participation_crowding,2025-08-18,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5357142857142857,0.3720345538937596,-12.0,4.0,2025-08-18 09:45:00-04:00,2025-08-18 10:15:00-04:00,0.5,4.0,4.0,2025-08-18 10:30:00-04:00,2025-08-18 10:30:00-04:00,2025-08-18 10:30:00-04:00,2025-08-18 10:30:00-04:00,0.003,1.5,12:00:00,6465.75,2025-08-18 10:29:00-04:00,6468.5,6465.75,2025-08-18 10:30:00-04:00,2025-08-18 10:30:00-04:00,6466.0,6440.0,6492.0,26.0,1,4.5,7.5,fixed_contracts,2025-08-18 12:00:00-04:00,6463.0,eod_flatten,-150.0,-155.0,-0.11538461538461539,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,trend_filtered_mes_participation_crowding,2025-09-04,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6547619047619048,0.3813304657808679,39.0,-45.0,2025-09-04 09:45:00-04:00,2025-09-04 10:15:00-04:00,0.5,4.0,4.0,2025-09-04 10:30:00-04:00,2025-09-04 10:30:00-04:00,2025-09-04 10:30:00-04:00,2025-09-04 10:30:00-04:00,0.003,1.5,12:00:00,6470.25,2025-09-04 10:29:00-04:00,6470.5,6468.75,2025-09-04 10:30:00-04:00,2025-09-04 10:30:00-04:00,6469.75,6495.75,6443.75,26.0,1,0.0,18.0,fixed_contracts,2025-09-04 12:00:00-04:00,6483.5,eod_flatten,-687.5,-692.5,-0.5288461538461539,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,trend_filtered_mes_participation_crowding,2025-10-01,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7261904761904762,0.3891923174304626,36.0,-24.0,2025-10-01 09:45:00-04:00,2025-10-01 10:15:00-04:00,0.5,4.0,4.0,2025-10-01 10:30:00-04:00,2025-10-01 10:30:00-04:00,2025-10-01 10:30:00-04:00,2025-10-01 10:30:00-04:00,0.003,1.5,12:00:00,6730.5,2025-10-01 10:29:00-04:00,6732.25,6729.25,2025-10-01 10:30:00-04:00,2025-10-01 10:30:00-04:00,6730.25,6757.25,6703.25,27.0,1,2.75,17.25,fixed_contracts,2025-10-01 12:00:00-04:00,6745.0,eod_flatten,-737.5,-742.5,-0.5462962962962963,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,trend_filtered_mes_participation_crowding,2025-10-02,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5674603174603174,0.3717866823196312,5.0,-18.0,2025-10-02 09:45:00-04:00,2025-10-02 10:15:00-04:00,0.5,4.0,4.0,2025-10-02 10:30:00-04:00,2025-10-02 10:30:00-04:00,2025-10-02 10:30:00-04:00,2025-10-02 10:30:00-04:00,0.003,1.5,12:00:00,6761.5,2025-10-02 10:29:00-04:00,6762.75,6761.0,2025-10-02 10:30:00-04:00,2025-10-02 10:30:00-04:00,6761.0,6788.25,6733.75,27.25,1,19.5,3.75,fixed_contracts,2025-10-02 12:00:00-04:00,6757.75,eod_flatten,162.5,157.5,0.11926605504587157,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,trend_filtered_mes_participation_crowding,2025-10-03,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6031746031746031,0.3753776894530854,32.0,-8.0,2025-10-03 09:45:00-04:00,2025-10-03 10:15:00-04:00,0.5,4.0,4.0,2025-10-03 10:30:00-04:00,2025-10-03 10:30:00-04:00,2025-10-03 10:30:00-04:00,2025-10-03 10:30:00-04:00,0.003,1.5,12:00:00,6786.75,2025-10-03 10:29:00-04:00,6786.75,6785.5,2025-10-03 10:30:00-04:00,2025-10-03 10:30:00-04:00,6786.25,6813.5,6759.0,27.25,1,0.5,13.0,fixed_contracts,2025-10-03 12:00:00-04:00,6798.0,eod_flatten,-587.5,-592.5,-0.43119266055045874,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,trend_filtered_mes_participation_crowding,2025-10-13,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.75,0.3957966465048618,-55.0,45.0,2025-10-13 09:45:00-04:00,2025-10-13 10:15:00-04:00,0.5,4.0,4.0,2025-10-13 10:30:00-04:00,2025-10-13 10:30:00-04:00,2025-10-13 10:30:00-04:00,2025-10-13 10:30:00-04:00,0.003,1.5,12:00:00,6672.75,2025-10-13 10:29:00-04:00,6674.0,6671.5,2025-10-13 10:30:00-04:00,2025-10-13 10:30:00-04:00,6673.25,6646.5,6700.0,26.75,1,23.5,11.5,fixed_contracts,2025-10-13 12:00:00-04:00,6694.0,eod_flatten,1037.5,1032.5,0.7757009345794392,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,trend_filtered_mes_participation_crowding,2025-10-16,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7698412698412699,0.4083317537541332,45.0,-60.0,2025-10-16 09:45:00-04:00,2025-10-16 10:15:00-04:00,0.5,4.0,4.0,2025-10-16 10:30:00-04:00,2025-10-16 10:30:00-04:00,2025-10-16 10:30:00-04:00,2025-10-16 10:30:00-04:00,0.003,1.5,12:00:00,6732.25,2025-10-16 10:29:00-04:00,6732.75,6728.25,2025-10-16 10:30:00-04:00,2025-10-16 10:30:00-04:00,6732.25,6759.25,6705.25,27.0,1,29.25,18.25,fixed_contracts,2025-10-16 11:56:00-04:00,6705.5,target,1337.5,1332.5,0.9907407407407407,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,trend_filtered_mes_participation_crowding,2025-10-17,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8571428571428571,0.4543983202834522,-32.0,181.0,2025-10-17 09:45:00-04:00,2025-10-17 10:15:00-04:00,0.5,4.0,4.0,2025-10-17 10:30:00-04:00,2025-10-17 10:30:00-04:00,2025-10-17 10:30:00-04:00,2025-10-17 10:30:00-04:00,0.003,1.5,12:00:00,6683.0,2025-10-17 10:29:00-04:00,6686.25,6681.0,2025-10-17 10:30:00-04:00,2025-10-17 10:30:00-04:00,6683.25,6656.5,6710.0,26.75,1,0.75,28.5,fixed_contracts,2025-10-17 10:56:00-04:00,6656.25,stop,-1350.0,-1355.0,-1.0093457943925233,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,trend_filtered_mes_participation_crowding,2025-11-06,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6468253968253969,0.3778953812128512,59.0,-117.0,2025-11-06 09:45:00-05:00,2025-11-06 10:15:00-05:00,0.5,4.0,4.0,2025-11-06 10:30:00-05:00,2025-11-06 10:30:00-05:00,2025-11-06 10:30:00-05:00,2025-11-06 10:30:00-05:00,0.003,1.5,12:00:00,6792.75,2025-11-06 10:29:00-05:00,6796.5,6791.5,2025-11-06 10:30:00-05:00,2025-11-06 10:30:00-05:00,6792.25,6819.5,6765.0,27.25,1,28.0,1.75,fixed_contracts,2025-11-06 10:37:00-05:00,6765.25,target,1350.0,1345.0,0.9908256880733946,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,trend_filtered_mes_participation_crowding,2025-11-07,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6984126984126984,0.384800176564463,-25.0,45.0,2025-11-07 09:45:00-05:00,2025-11-07 10:15:00-05:00,0.5,4.0,4.0,2025-11-07 10:30:00-05:00,2025-11-07 10:30:00-05:00,2025-11-07 10:30:00-05:00,2025-11-07 10:30:00-05:00,0.003,1.5,12:00:00,6703.25,2025-11-07 10:29:00-05:00,6707.25,6700.75,2025-11-07 10:30:00-05:00,2025-11-07 10:30:00-05:00,6703.5,6676.5,6730.5,27.0,1,3.5,27.25,fixed_contracts,2025-11-07 10:59:00-05:00,6676.25,stop,-1362.5,-1367.5,-1.0092592592592593,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,trend_filtered_mes_participation_crowding,2025-11-13,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5912698412698413,0.373466788802252,-60.0,107.0,2025-11-13 09:45:00-05:00,2025-11-13 10:15:00-05:00,0.5,4.0,4.0,2025-11-13 10:30:00-05:00,2025-11-13 10:30:00-05:00,2025-11-13 10:30:00-05:00,2025-11-13 10:30:00-05:00,0.003,1.5,12:00:00,6831.0,2025-11-13 10:29:00-05:00,6833.0,6829.75,2025-11-13 10:30:00-05:00,2025-11-13 10:30:00-05:00,6831.25,6803.75,6858.75,27.5,1,0.75,29.0,fixed_contracts,2025-11-13 10:47:00-05:00,6803.5,stop,-1387.5,-1392.5,-1.009090909090909,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
