variant_id,share_rank_min,semivar_rank_min,window,signals,signals_per_year
morning15_trade_high_downside_window_1130,0.4,0.55,full,676,95.2948668467773
morning15_trade_high_downside_window_1130,0.4,0.55,limited_core,95,134.49127906976744
morning15_trade_high_downside_window_1130,0.4,0.55,wfa90,599,93.8587516087516
morning15_trade_high_downside_window_1130,0.4,0.55,latest1y,89,89.30563186813187
morning15_trade_high_downside_window_1130,0.4,0.65,full,549,77.3918371285218
morning15_trade_high_downside_window_1130,0.4,0.65,limited_core,84,118.91860465116278
morning15_trade_high_downside_window_1130,0.4,0.65,wfa90,493,77.2493564993565
morning15_trade_high_downside_window_1130,0.4,0.65,latest1y,60,60.206043956043956
morning15_trade_high_downside_window_1130,0.5,0.55,full,648,91.34774218448474
morning15_trade_high_downside_window_1130,0.5,0.55,limited_core,95,134.49127906976744
morning15_trade_high_downside_window_1130,0.5,0.55,wfa90,577,90.41151866151866
morning15_trade_high_downside_window_1130,0.5,0.55,latest1y,81,81.27815934065934
morning15_trade_high_downside_window_1130,0.5,0.65,full,535,75.41827479737553
morning15_trade_high_downside_window_1130,0.5,0.65,limited_core,84,118.91860465116278
morning15_trade_high_downside_window_1130,0.5,0.65,wfa90,483,75.68243243243244
morning15_trade_high_downside_window_1130,0.5,0.65,latest1y,56,56.19230769230769
morning15_trade_high_downside_window_1130,0.6,0.55,full,606,85.42705519104592
morning15_trade_high_downside_window_1130,0.6,0.55,limited_core,92,130.24418604651163
morning15_trade_high_downside_window_1130,0.6,0.55,wfa90,539,84.4572072072072
morning15_trade_high_downside_window_1130,0.6,0.55,latest1y,74,74.25412087912088
morning15_trade_high_downside_window_1130,0.6,0.65,full,503,70.9072751833269
morning15_trade_high_downside_window_1130,0.6,0.65,limited_core,82,116.08720930232558
morning15_trade_high_downside_window_1130,0.6,0.65,wfa90,452,70.82496782496783
morning15_trade_high_downside_window_1130,0.6,0.65,latest1y,53,53.18200549450549
morning15_notional_high_downside_window_1130,0.4,0.55,full,674,95.01292937089926
morning15_notional_high_downside_window_1130,0.4,0.55,limited_core,93,131.65988372093022
morning15_notional_high_downside_window_1130,0.4,0.55,wfa90,601,94.17213642213642
morning15_notional_high_downside_window_1130,0.4,0.55,latest1y,84,84.28846153846153
morning15_notional_high_downside_window_1130,0.4,0.65,full,548,77.25086839058278
morning15_notional_high_downside_window_1130,0.4,0.65,limited_core,81,114.67151162790697
morning15_notional_high_downside_window_1130,0.4,0.65,wfa90,496,77.71943371943372
morning15_notional_high_downside_window_1130,0.4,0.65,latest1y,56,56.19230769230769
morning15_notional_high_downside_window_1130,0.5,0.55,full,642,90.50192975685063
morning15_notional_high_downside_window_1130,0.5,0.55,limited_core,92,130.24418604651163
morning15_notional_high_downside_window_1130,0.5,0.55,wfa90,575,90.09813384813384
morning15_notional_high_downside_window_1130,0.5,0.55,latest1y,76,76.26098901098901
morning15_notional_high_downside_window_1130,0.5,0.65,full,524,73.8676186800463
morning15_notional_high_downside_window_1130,0.5,0.65,limited_core,81,114.67151162790697
morning15_notional_high_downside_window_1130,0.5,0.65,wfa90,475,74.42889317889318
morning15_notional_high_downside_window_1130,0.5,0.65,latest1y,52,52.17857142857142
morning15_notional_high_downside_window_1130,0.6,0.55,full,601,84.72221150135083
morning15_notional_high_downside_window_1130,0.6,0.55,limited_core,90,127.41279069767441
morning15_notional_high_downside_window_1130,0.6,0.55,wfa90,543,85.08397683397683
morning15_notional_high_downside_window_1130,0.6,0.55,latest1y,65,65.22321428571428
morning15_notional_high_downside_window_1130,0.6,0.65,full,491,69.21565032805866
morning15_notional_high_downside_window_1130,0.6,0.65,limited_core,79,111.84011627906976
morning15_notional_high_downside_window_1130,0.6,0.65,wfa90,448,70.1981981981982
morning15_notional_high_downside_window_1130,0.6,0.65,latest1y,45,45.154532967032964
late_morning30_notional_high_downside_window_1230,0.4,0.55,full,661,93.18033577769201
late_morning30_notional_high_downside_window_1230,0.4,0.55,limited_core,95,134.49127906976744
late_morning30_notional_high_downside_window_1230,0.4,0.55,wfa90,592,92.76190476190476
late_morning30_notional_high_downside_window_1230,0.4,0.55,latest1y,79,79.27129120879121
late_morning30_notional_high_downside_window_1230,0.4,0.65,full,539,75.98214974913161
late_morning30_notional_high_downside_window_1230,0.4,0.65,limited_core,84,118.91860465116278
late_morning30_notional_high_downside_window_1230,0.4,0.65,wfa90,488,76.46589446589446
late_morning30_notional_high_downside_window_1230,0.4,0.65,latest1y,55,55.18887362637362
late_morning30_notional_high_downside_window_1230,0.5,0.55,full,631,88.95127363952142
late_morning30_notional_high_downside_window_1230,0.5,0.55,limited_core,92,130.24418604651163
late_morning30_notional_high_downside_window_1230,0.5,0.55,wfa90,569,89.15797940797941
late_morning30_notional_high_downside_window_1230,0.5,0.55,latest1y,72,72.24725274725274
late_morning30_notional_high_downside_window_1230,0.5,0.65,full,517,72.88083751447317
late_morning30_notional_high_downside_window_1230,0.5,0.65,limited_core,81,114.67151162790697
late_morning30_notional_high_downside_window_1230,0.5,0.65,wfa90,470,73.64543114543115
late_morning30_notional_high_downside_window_1230,0.5,0.65,latest1y,51,51.17513736263736
late_morning30_notional_high_downside_window_1230,0.6,0.55,full,582,82.04380548050945
late_morning30_notional_high_downside_window_1230,0.6,0.55,limited_core,90,127.41279069767441
late_morning30_notional_high_downside_window_1230,0.6,0.55,wfa90,526,82.42020592020592
late_morning30_notional_high_downside_window_1230,0.6,0.55,latest1y,64,64.21978021978022
late_morning30_notional_high_downside_window_1230,0.6,0.65,full,483,68.0879004245465
late_morning30_notional_high_downside_window_1230,0.6,0.65,limited_core,79,111.84011627906976
late_morning30_notional_high_downside_window_1230,0.6,0.65,wfa90,439,68.78796653796654
late_morning30_notional_high_downside_window_1230,0.6,0.65,latest1y,47,47.161401098901095
midday60_notional_high_downside_window_1430,0.4,0.55,full,662,93.32130451563103
midday60_notional_high_downside_window_1430,0.4,0.55,limited_core,94,133.07558139534882
midday60_notional_high_downside_window_1430,0.4,0.55,wfa90,594,93.07528957528957
midday60_notional_high_downside_window_1430,0.4,0.55,latest1y,78,78.26785714285714
midday60_notional_high_downside_window_1430,0.4,0.65,full,536,75.55924353531455
midday60_notional_high_downside_window_1430,0.4,0.65,limited_core,83,117.50290697674419
midday60_notional_high_downside_window_1430,0.4,0.65,wfa90,486,76.15250965250965
midday60_notional_high_downside_window_1430,0.4,0.65,latest1y,54,54.185439560439555
midday60_notional_high_downside_window_1430,0.5,0.55,full,632,89.09224237746044
midday60_notional_high_downside_window_1430,0.5,0.55,limited_core,94,133.07558139534882
midday60_notional_high_downside_window_1430,0.5,0.55,wfa90,568,89.001287001287
midday60_notional_high_downside_window_1430,0.5,0.55,latest1y,72,72.24725274725274
midday60_notional_high_downside_window_1430,0.5,0.65,full,513,72.3169625627171
midday60_notional_high_downside_window_1430,0.5,0.65,limited_core,83,117.50290697674419
midday60_notional_high_downside_window_1430,0.5,0.65,wfa90,466,73.01866151866152
midday60_notional_high_downside_window_1430,0.5,0.65,latest1y,50,50.17170329670329
midday60_notional_high_downside_window_1430,0.6,0.55,full,588,82.88961790814356
midday60_notional_high_downside_window_1430,0.6,0.55,limited_core,89,125.99709302325581
midday60_notional_high_downside_window_1430,0.6,0.55,wfa90,531,83.20366795366795
midday60_notional_high_downside_window_1430,0.6,0.55,latest1y,64,64.21978021978022
midday60_notional_high_downside_window_1430,0.6,0.65,full,482,67.94693168660748
midday60_notional_high_downside_window_1430,0.6,0.65,limited_core,79,111.84011627906976
midday60_notional_high_downside_window_1430,0.6,0.65,wfa90,440,68.94465894465894
midday60_notional_high_downside_window_1430,0.6,0.65,latest1y,44,44.1510989010989
afternoon60_notional_high_downside_window_1530,0.4,0.55,full,654,92.19355461211887
afternoon60_notional_high_downside_window_1530,0.4,0.55,limited_core,90,127.41279069767441
afternoon60_notional_high_downside_window_1530,0.4,0.55,wfa90,586,91.82175032175032
afternoon60_notional_high_downside_window_1530,0.4,0.55,latest1y,78,78.26785714285714
afternoon60_notional_high_downside_window_1530,0.4,0.65,full,528,74.43149363180238
afternoon60_notional_high_downside_window_1530,0.4,0.65,limited_core,80,113.25581395348837
afternoon60_notional_high_downside_window_1530,0.4,0.65,wfa90,479,75.0556628056628
afternoon60_notional_high_downside_window_1530,0.4,0.65,latest1y,53,53.18200549450549
afternoon60_notional_high_downside_window_1530,0.5,0.55,full,622,87.68255499807024
afternoon60_notional_high_downside_window_1530,0.5,0.55,limited_core,89,125.99709302325581
afternoon60_notional_high_downside_window_1530,0.5,0.55,wfa90,561,87.90444015444015
afternoon60_notional_high_downside_window_1530,0.5,0.55,latest1y,70,70.24038461538461
afternoon60_notional_high_downside_window_1530,0.5,0.65,full,506,71.33018139714396
afternoon60_notional_high_downside_window_1530,0.5,0.65,limited_core,80,113.25581395348837
afternoon60_notional_high_downside_window_1530,0.5,0.65,wfa90,461,72.23519948519949
afternoon60_notional_high_downside_window_1530,0.5,0.65,latest1y,49,49.168269230769226
afternoon60_notional_high_downside_window_1530,0.6,0.55,full,579,81.62089926669239
afternoon60_notional_high_downside_window_1530,0.6,0.55,limited_core,85,120.33430232558139
afternoon60_notional_high_downside_window_1530,0.6,0.55,wfa90,524,82.1068211068211
afternoon60_notional_high_downside_window_1530,0.6,0.55,latest1y,62,62.21291208791209
afternoon60_notional_high_downside_window_1530,0.6,0.65,full,474,66.81918178309533
afternoon60_notional_high_downside_window_1530,0.6,0.65,limited_core,77,109.00872093023256
afternoon60_notional_high_downside_window_1530,0.6,0.65,wfa90,433,67.8478120978121
afternoon60_notional_high_downside_window_1530,0.6,0.65,latest1y,43,43.14766483516483
morning15_trade_high_downshare_window_1130,0.4,0.55,full,637,89.79708606715553
morning15_trade_high_downshare_window_1130,0.4,0.55,limited_core,70,99.09883720930232
morning15_trade_high_downshare_window_1130,0.4,0.55,wfa90,572,89.62805662805663
morning15_trade_high_downshare_window_1130,0.4,0.55,latest1y,94,94.32280219780219
morning15_trade_high_downshare_window_1130,0.4,0.65,full,495,69.77952527981473
morning15_trade_high_downshare_window_1130,0.4,0.65,limited_core,51,72.20058139534883
morning15_trade_high_downshare_window_1130,0.4,0.65,wfa90,445,69.72812097812097
morning15_trade_high_downshare_window_1130,0.4,0.65,latest1y,77,77.26442307692308
morning15_trade_high_downshare_window_1130,0.5,0.55,full,600,84.58124276341181
morning15_trade_high_downshare_window_1130,0.5,0.55,limited_core,68,96.26744186046511
morning15_trade_high_downshare_window_1130,0.5,0.55,wfa90,540,84.6138996138996
morning15_trade_high_downshare_window_1130,0.5,0.55,latest1y,86,86.29532967032966
morning15_trade_high_downshare_window_1130,0.5,0.65,full,467,65.83240061752218
morning15_trade_high_downshare_window_1130,0.5,0.65,limited_core,50,70.78488372093022
morning15_trade_high_downshare_window_1130,0.5,0.65,wfa90,420,65.8108108108108
morning15_trade_high_downshare_window_1130,0.5,0.65,latest1y,71,71.24381868131867
morning15_trade_high_downshare_window_1130,0.6,0.55,full,551,77.67377460439984
morning15_trade_high_downshare_window_1130,0.6,0.55,limited_core,63,89.18895348837209
morning15_trade_high_downshare_window_1130,0.6,0.55,wfa90,498,78.03281853281852
morning15_trade_high_downshare_window_1130,0.6,0.55,latest1y,73,73.2506868131868
morning15_trade_high_downshare_window_1130,0.6,0.65,full,427,60.1936510999614
morning15_trade_high_downshare_window_1130,0.6,0.65,limited_core,46,65.12209302325581
morning15_trade_high_downshare_window_1130,0.6,0.65,wfa90,385,60.32657657657658
morning15_trade_high_downshare_window_1130,0.6,0.65,latest1y,60,60.206043956043956
midday60_notional_high_balance_window_1430,0.4,0.55,full,621,87.54158626013121
midday60_notional_high_balance_window_1430,0.4,0.55,limited_core,65,92.0203488372093
midday60_notional_high_balance_window_1430,0.4,0.55,wfa90,560,87.74774774774774
midday60_notional_high_balance_window_1430,0.4,0.55,latest1y,90,90.30906593406593
midday60_notional_high_balance_window_1430,0.4,0.65,full,487,68.65177537630258
midday60_notional_high_balance_window_1430,0.4,0.65,limited_core,48,67.95348837209302
midday60_notional_high_balance_window_1430,0.4,0.65,wfa90,441,69.10135135135135
midday60_notional_high_balance_window_1430,0.4,0.65,latest1y,73,73.2506868131868
midday60_notional_high_balance_window_1430,0.5,0.55,full,573,80.77508683905828
midday60_notional_high_balance_window_1430,0.5,0.55,limited_core,62,87.77325581395348
midday60_notional_high_balance_window_1430,0.5,0.55,wfa90,519,81.32335907335907
midday60_notional_high_balance_window_1430,0.5,0.55,latest1y,81,81.27815934065934
midday60_notional_high_balance_window_1430,0.5,0.65,full,449,63.29496333461984
midday60_notional_high_balance_window_1430,0.5,0.65,limited_core,45,63.706395348837205
midday60_notional_high_balance_window_1430,0.5,0.65,wfa90,407,63.77380952380952
midday60_notional_high_balance_window_1430,0.5,0.65,latest1y,67,67.23008241758241
midday60_notional_high_balance_window_1430,0.6,0.55,full,509,71.75308761096102
midday60_notional_high_balance_window_1430,0.6,0.55,limited_core,56,79.27906976744185
midday60_notional_high_balance_window_1430,0.6,0.55,wfa90,464,72.7052767052767
midday60_notional_high_balance_window_1430,0.6,0.55,latest1y,68,68.23351648351648
midday60_notional_high_balance_window_1430,0.6,0.65,full,399,56.24652643766885
midday60_notional_high_balance_window_1430,0.6,0.65,limited_core,41,58.04360465116279
midday60_notional_high_balance_window_1430,0.6,0.65,wfa90,362,56.72265122265122
midday60_notional_high_balance_window_1430,0.6,0.65,latest1y,58,58.199175824175825
